"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","segment_type","base_plan","technology","monthly_charge","promo_discount","arpu","churn_risk_score"
"6121-TNHBO","Female",1,"No","No",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",83,5243.05,"No","Consumer","Premium","Fiber",70,0,70,0.23654330028221
"5119-NZPTV","Male",1,"Yes","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.1,141.65,"No","SMB","Premium","Fiber",70,0,70,0.115034240484238
"6519-ZHPXP","Female",0,"Yes","Yes",72,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",108.3,7679.65,"No","Consumer","Premium","Fiber",70,0,70,0.225261524505913
"7739-LAXOG","Female",0,"Yes","Yes",32,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",91.05,2954.5,"Yes","Consumer","Premium","Fiber",70,0,70,0.895650955755264
"3472-QPRCH","Male",0,"Yes","Yes",40,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.25,1006.9,"No","Consumer","Premium","Fiber",70,0,70,0.212058263842482
"8224-UAXBZ","Female",0,"Yes","No",58,"No","No phone service","DSL","Yes","Yes","No","No","Yes","No","One year","Yes","Electronic check",45.35,2540.1,"No","Consumer","Basic","Cable",24.95,0,24.95,0.196173313551117
"9610-WCESF","Male",0,"No","No",67,"No","No phone service","DSL","Yes","No","No","Yes","Yes","No","Two year","No","Electronic check",43.9,3097.2,"No","SMB","Basic","Cable",24.95,0,24.95,0.0603228037478402
"9776-CLUJA","Female",1,"Yes","No",51,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",77.5,3807.35,"Yes","Enterprise","Plus","Cable",57.95,0,57.95,0.519012844376266
"2486-WYVVE","Male",0,"Yes","No",31,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",79.3,2484,"No","Consumer","Basic","Cable",24.95,0,24.95,0.12627860235516
"3865-ZYKAD","Male",1,"Yes","No",69,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",84.9,5785.65,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.238594949548133
"1422-DGUBX","Male",0,"Yes","No",32,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","One year","Yes","Electronic check",79.25,2619.15,"No","Consumer","Basic","Cable",24.95,0,24.95,0.169660350086633
"2999-AANRQ","Female",0,"No","No",21,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",71.05,1524.85,"No","SMB","Plus","Cable",57.95,0,57.95,0.225993567623664
"8668-KNZTI","Male",0,"No","No",52,"Yes","No","DSL","Yes","No","Yes","No","No","No","One year","No","Electronic check",53.75,2790.65,"No","SMB","Premium","Fiber",70,0,70,0.115586932119913
"0480-KYJVA","Female",0,"Yes","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.25,1784.5,"No","Consumer","Basic","Cable",24.95,0,24.95,0.276119089638814
"6034-ZRYCV","Female",0,"Yes","No",72,"No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",54.2,3937.45,"Yes","Enterprise","Basic","Cable",24.95,0,24.95,0.803240106534213
"9746-YKGXB","Male",0,"Yes","Yes",52,"No","No phone service","DSL","Yes","No","Yes","No","No","Yes","One year","No","Bank transfer (automatic)",44.25,2276.1,"No","Consumer","Plus","Cable",57.95,0,57.95,0.216301334567834
"3926-YZVVX","Female",0,"No","No",41,"Yes","No","DSL","No","No","No","Yes","No","No","One year","No","Bank transfer (automatic)",50.05,2029.05,"No","Consumer","Plus","Cable",57.95,0,57.95,0.188087715196889
"6000-UKLWI","Male",0,"No","No",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.15,802.35,"No","SMB","Basic","Cable",24.95,0,24.95,0.0695901300176047
"2079-FBMZK","Female",0,"No","No",6,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.25,418.4,"Yes","SMB","Plus","Cable",57.95,0,57.95,0.54274117462337
"6332-FBZRI","Male",0,"Yes","Yes",67,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",69.35,4653.25,"No","SMB","Basic","Cable",24.95,0,24.95,0.145006149378605
"2096-XOTMO","Female",0,"Yes","Yes",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.35,275.9,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.19118185848929
"3266-FTKHB","Male",0,"No","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.15,343.45,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.156926476641092
"8221-EQDGL","Male",0,"Yes","No",35,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","No","Mailed check",61,2130.45,"No","Consumer","Premium","Fiber",70,0,70,0.100687685899902
"2346-LOCWC","Female",0,"Yes","Yes",58,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.5,1191.4,"No","Consumer","Basic","Cable",24.95,0,24.95,0.0687134251464158
"6608-QQLVK","Male",0,"No","No",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",50.5,50.5,"Yes","Enterprise","Premium","Fiber",70,0,70,0.502021647430956
"0298-XACET","Male",0,"Yes","Yes",52,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check",50.2,2554,"No","Consumer","Basic","Cable",24.95,0,24.95,0.119447836547624
"7560-QJAVJ","Female",0,"No","No",70,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",79.6,5589.45,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.134186069259886
"2995-YWTCD","Female",0,"Yes","Yes",19,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",24.9,467.7,"No","SMB","Premium","Fiber",70,0,70,0.155213366390672
"3551-HUAZH","Male",1,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.4,74.4,"Yes","Enterprise","Basic","Cable",24.95,0,24.95,0.537338943313807
"9137-UIYPG","Female",0,"Yes","Yes",35,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",106.9,3756.45,"No","SMB","Plus","Cable",57.95,0,57.95,0.166558357723989
"2809-ZMYOQ","Female",0,"No","No",32,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.35,3334.9,"No","SMB","Basic","Cable",24.95,0,24.95,0.102308511047158
"5084-OOVCJ","Female",0,"Yes","Yes",17,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",55.35,920.5,"No","Consumer","Premium","Fiber",70,0,70,0.229712572891731
"0254-WWRKD","Female",0,"Yes","Yes",67,"Yes","No","DSL","No","Yes","No","No","No","No","One year","No","Credit card (automatic)",50.55,3431.75,"No","SMB","Premium","Fiber",70,0,70,0.2502659678692
"7727-SHVZV","Female",0,"No","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.5,150.35,"No","Consumer","Premium","Fiber",70,0,70,0.0737925476394594
"6302-JGYRJ","Male",0,"No","Yes",31,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","One year","Yes","Mailed check",79.45,2587.7,"Yes","Enterprise","Basic","Cable",24.95,0,24.95,0.66452826494351
"5339-PXDVH","Male",0,"No","No",4,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",90.65,367.95,"No","Consumer","Premium","Fiber",70,0,70,0.182263025559951
"2205-LPVGL","Male",1,"Yes","Yes",58,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",89.85,5125.75,"No","Enterprise","Premium","Fiber",70,0,70,0.285185345693026
"8782-NUUOL","Male",0,"No","No",60,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Mailed check",79,4801.1,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.203313501388766
"3685-YLCMQ","Male",0,"No","No",58,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",104.65,6219.6,"Yes","Enterprise","Plus","Cable",57.95,0,57.95,0.678918625507504
"7601-WFVZV","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.55,19.55,"No","Enterprise","Premium","Fiber",70,0,70,0.102313107938971
"4609-KNNWG","Female",0,"Yes","Yes",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.9,550.1,"No","Consumer","Basic","Cable",24.95,0,24.95,0.183242551470175
"4868-AADLV","Male",1,"Yes","Yes",66,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",116.25,7862.25,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.13073687547585
"9529-OFXHY","Male",0,"No","No",15,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",87.75,1242.2,"No","Consumer","Premium","Fiber",70,0,70,0.157379016058985
"8634-MPHTR","Male",1,"Yes","No",47,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,4871.05,"Yes","Enterprise","Premium","Fiber",70,0,70,0.598580427840352
"2669-QVCRG","Female",0,"No","No",41,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",81.3,3190.65,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.096985530119855
"2478-EEWWM","Male",0,"Yes","No",59,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",44.3,2666.75,"No","Consumer","Plus","Cable",57.95,0,57.95,0.260079966287594
"9174-IHETN","Female",0,"No","Yes",50,"Yes","No","Fiber optic","No","No","No","No","No","No","Two year","No","Credit card (automatic)",70.35,3533.6,"No","Enterprise","Premium","Fiber",70,0,70,0.241695898305625
"2233-TXSIU","Male",0,"Yes","Yes",17,"No","No phone service","DSL","Yes","No","Yes","No","Yes","No","One year","No","Credit card (automatic)",44.45,792.15,"No","SMB","Plus","Cable",57.95,0,57.95,0.22688290408114
"9644-UMGQA","Male",0,"Yes","Yes",6,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.15,295.65,"No","Consumer","Plus","Cable",57.95,0,57.95,0.0815024471492507
"3256-EZDBI","Male",1,"Yes","No",51,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",29.45,1459.35,"No","Consumer","Basic","Cable",24.95,0,24.95,0.212475417542737
"8761-NSOBC","Male",0,"No","No",44,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",100.55,4398.15,"Yes","Consumer","Premium","Fiber",70,0,70,0.811085900105536
"0419-YAAPX","Male",0,"Yes","No",49,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",85.3,4297.95,"No","SMB","Basic","Cable",24.95,0,24.95,0.277692857151851
"8413-VONUO","Male",0,"No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",95.65,167.3,"Yes","Enterprise","Basic","Cable",24.95,0,24.95,0.582099322788417
"0872-CASZJ","Male",0,"Yes","No",59,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Mailed check",69.1,4096.9,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.242351993580814
"4726-DLWQN","Male",1,"No","No",50,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",70.35,3454.6,"No","SMB","Premium","Fiber",70,0,70,0.161594871908892
"8164-OCKUJ","Female",0,"Yes","Yes",59,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.6,1286,"No","SMB","Basic","Cable",24.95,0,24.95,0.24298563740449
"3094-JOJAI","Male",0,"No","No",18,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",74.15,1387,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.0875481941155158
"9494-MRNYX","Male",0,"No","No",10,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",75.05,786.3,"No","SMB","Premium","Fiber",70,0,70,0.268637169455178
"2599-CZABP","Male",0,"Yes","No",14,"Yes","No","DSL","No","No","No","No","No","No","One year","No","Electronic check",44.6,641.25,"No","SMB","Basic","Cable",24.95,0,24.95,0.185162426158786
"7945-PRBVF","Male",0,"No","No",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",21.45,705.45,"No","SMB","Premium","Fiber",70,0,70,0.28178719409043
"4544-RXFMG","Male",0,"Yes","Yes",8,"Yes","No","DSL","No","No","No","No","No","No","One year","Yes","Mailed check",43.45,345.5,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.0694504663813859
"0859-YGKFW","Male",0,"Yes","Yes",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.05,345.9,"No","Consumer","Premium","Fiber",70,0,70,0.0788830646313727
"1150-FTQGN","Female",0,"Yes","Yes",60,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","No","Bank transfer (automatic)",94.15,5811.8,"No","SMB","Premium","Fiber",70,0,70,0.238828237063717
"9223-UCPVT","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",94.4,94.4,"Yes","Enterprise","Plus","Cable",57.95,0,57.95,0.884391530044377
"7196-LIWRH","Female",0,"No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.55,124.45,"No","Consumer","Premium","Fiber",70,0,70,0.251990983856376
"5448-VWNAM","Female",0,"No","Yes",19,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",75.9,1375.6,"No","SMB","Basic","Cable",24.95,0,24.95,0.0772982020396739
"1177-XZBJL","Male",0,"Yes","Yes",53,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",64.15,3491.55,"No","Consumer","Basic","Cable",24.95,0,24.95,0.0576199084287509
"3518-FSTWG","Male",1,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",109.55,7920.7,"No","Consumer","Plus","Cable",57.95,0,57.95,0.245438307942823
"9330-VOFSZ","Female",0,"Yes","No",60,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",110.8,6640.7,"No","Consumer","Premium","Fiber",70,0,70,0.114061608340126
"4351-QLCSU","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",55,55,"Yes","SMB","Premium","Fiber",70,0,70,0.758800331037492
"0939-EREMR","Female",0,"No","Yes",13,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",53.45,718.1,"No","Enterprise","Premium","Fiber",70,0,70,0.101774071413092
"9389-ACWBI","Female",0,"Yes","Yes",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",69.95,320.4,"No","Consumer","Plus","Cable",57.95,0,57.95,0.0827173257246614
"5419-JPRRN","Male",0,"No","No",1,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.45,101.45,"Yes","SMB","Plus","Cable",57.95,0,57.95,0.81805205848068
"3644-QXEHN","Male",0,"Yes","Yes",13,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",97,1334.45,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.158269911550451
"2911-IJORQ","Male",0,"No","No",37,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",90.6,3358.65,"No","SMB","Basic","Cable",24.95,0,24.95,0.236619068786968
"5921-NGYRH","Male",0,"Yes","No",64,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",73.55,4764,"No","SMB","Plus","Cable",57.95,0,57.95,0.164258311979938
"2100-BDNSN","Female",0,"Yes","No",5,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","No","Bank transfer (automatic)",67.95,350.3,"Yes","SMB","Basic","Cable",24.95,0,24.95,0.56769423885271
"5998-DZLYR","Female",0,"Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",94.35,5703,"No","Consumer","Premium","Fiber",70,0,70,0.191092938545626
"0488-GSLFR","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.5,69.5,"Yes","SMB","Plus","Cable",57.95,0,57.95,0.894054167345166
"9318-NKNFC","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",18.85,18.85,"Yes","Enterprise","Premium","Fiber",70,0,70,0.710055838152766
"3985-HOYPM","Male",0,"No","No",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.4,525.55,"No","SMB","Basic","Cable",24.95,0,24.95,0.116384272184223
"9728-FTTVZ","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.2,69.2,"Yes","Consumer","Plus","Cable",57.95,0,57.95,0.530533827655017
"9548-LERKT","Male",0,"Yes","No",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.75,483.15,"No","Consumer","Basic","Cable",24.95,0,24.95,0.296126618934795
"6576-FBXOJ","Male",0,"Yes","No",17,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",54.6,934.8,"No","SMB","Basic","Cable",24.95,0,24.95,0.0538045129622333
"4310-KEDTB","Female",0,"No","Yes",26,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",29.8,786.5,"No","SMB","Plus","Cable",57.95,0,57.95,0.179338978789747
"7254-IQWOZ","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.65,69.65,"Yes","SMB","Basic","Cable",24.95,0,24.95,0.777849312964827
"2474-BRUCM","Male",1,"Yes","No",40,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",101.85,4086.3,"Yes","Consumer","Plus","Cable",57.95,0,57.95,0.662755909003317
"4062-HBMOS","Male",0,"No","No",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103.05,5364.8,"No","SMB","Premium","Fiber",70,0,70,0.293206722312607
"0742-NXBGR","Female",0,"No","No",1,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",82.3,82.3,"Yes","Enterprise","Plus","Cable",57.95,0,57.95,0.830683926027268
"2676-ISHSF","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.3,20.3,"No","Consumer","Premium","Fiber",70,0,70,0.0911522143404
"9236-NDUCW","Female",0,"No","No",21,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Two year","No","Mailed check",35.1,770.4,"No","Consumer","Plus","Cable",57.95,0,57.95,0.0534645710838959
"4753-PADAS","Female",0,"Yes","No",67,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.7,6816.95,"No","SMB","Plus","Cable",57.95,0,57.95,0.183339225780219
"6103-QCKFX","Female",0,"Yes","Yes",44,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",56.25,2419.55,"No","SMB","Basic","Cable",24.95,0,24.95,0.129102616989985
"7781-EWARA","Male",0,"Yes","Yes",70,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Electronic check",60.35,4138.7,"No","Consumer","Basic","Cable",24.95,0,24.95,0.0980675008147955
"6110-OHIHY","Male",0,"No","No",3,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",79.25,267.6,"Yes","Enterprise","Basic","Cable",24.95,0,24.95,0.572964574955404
"7018-FPXHH","Male",0,"Yes","Yes",56,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Two year","Yes","Bank transfer (automatic)",59.8,3457.45,"No","Consumer","Plus","Cable",57.95,0,57.95,0.081570942606777
"5889-LFOLL","Female",0,"No","No",13,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.6,1115.2,"Yes","Enterprise","Basic","Cable",24.95,0,24.95,0.745645293407142
"5708-EVONK","Female",0,"Yes","Yes",58,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",93.4,5435.6,"Yes","Consumer","Premium","Fiber",70,0,70,0.742363937199116
"8708-XPXHZ","Female",0,"Yes","Yes",42,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,4186.3,"Yes","Enterprise","Plus","Cable",57.95,0,57.95,0.800392186455429
"0616-ATFGB","Male",1,"Yes","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.05,25.05,"Yes","SMB","Plus","Cable",57.95,0,57.95,0.659995200484991
"0572-ZJKLT","Female",0,"Yes","Yes",46,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","Two year","No","Mailed check",99.65,4630.2,"No","SMB","Premium","Fiber",70,0,70,0.222544205794111
"5135-RDDQL","Female",0,"Yes","Yes",63,"Yes","No","DSL","Yes","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",50.65,3221.25,"No","Consumer","Plus","Cable",57.95,0,57.95,0.119327246223111
"1353-LJWEM","Male",0,"No","No",11,"Yes","No","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",60.9,688.5,"No","Consumer","Basic","Cable",24.95,0,24.95,0.298800380446482
"1794-SWWKL","Male",0,"Yes","Yes",15,"Yes","Yes","DSL","No","No","Yes","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",59.65,867.1,"No","SMB","Plus","Cable",57.95,0,57.95,0.0898444683523849
"6166-YIPFO","Male",0,"Yes","No",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",64.7,4746.05,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.18037064357195
"7016-BPGEU","Female",0,"No","No",29,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",25.1,712.85,"Yes","SMB","Basic","Cable",24.95,0,24.95,0.734248018730432
"6876-ADESB","Male",0,"No","Yes",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",48.95,48.95,"Yes","Enterprise","Basic","Cable",24.95,0,24.95,0.692362037394196
"9332-GYWLO","Female",0,"Yes","Yes",6,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",54.85,355.1,"No","Enterprise","Basic","Cable",24.95,0,24.95,0.212752405216452
"1963-SVUCV","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.3,45.3,"Yes","Enterprise","Plus","Cable",57.95,0,57.95,0.582742969319224
"4184-VODJZ","Male",0,"Yes","Yes",63,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","Yes","Electronic check",91.35,5764.7,"No","Consumer","Premium","Fiber",70,0,70,0.140142438304611
"0220-EBGCE","Male",0,"No","No",2,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",85.85,167.3,"Yes","SMB","Plus","Cable",57.95,0,57.95,0.739808641560376
"1092-WPIVQ","Female",0,"Yes","Yes",18,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.1,428.45,"No","Enterprise","Premium","Fiber",70,0,70,0.0914635898778215
"7233-IOQNP","Female",0,"Yes","No",43,"No","No phone service","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",34,1505.35,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.200809380749706
"2834-JKOOW","Female",0,"No","No",15,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","One year","No","Mailed check",45.9,693.45,"No","Enterprise","Plus","Cable",57.95,0,57.95,0.0811643294407986
"2754-VDLTR","Male",0,"No","Yes",10,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",95.2,930.4,"Yes","Consumer","Basic","Cable",24.95,0,24.95,0.830984996818006
"2400-FEQME","Male",0,"Yes","Yes",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.5,1177.95,"No","Consumer","Plus","Cable",57.95,0,57.95,0.0855052843806334
"3190-XFANI","Male",0,"No","Yes",49,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",100.6,5069.65,"Yes","Consumer","Plus","Cable",57.95,0,57.95,0.544947617314756
"7551-DACSP","Male",0,"Yes","Yes",6,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check",55.3,324.25,"Yes","SMB","Premium","Fiber",70,0,70,0.883765523973852
"4957-SREEC","Male",0,"Yes","Yes",70,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.35,1458.1,"No","SMB","Basic","Cable",24.95,0,24.95,0.273935063288081
"7235-NXZCP","Male",1,"No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",74.85,156.4,"Yes","Consumer","Basic","Cable",24.95,0,24.95,0.717015466932207
"0230-UBYPQ","Male",1,"Yes","No",63,"No","No phone service","DSL","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)",36.1,2298.9,"No","Consumer","Basic","Cable",24.95,0,24.95,0.124776565073989
