Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,2000,2000,Inf,109.99,0,0,109.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,500,500,Inf,59.99,0,0,59.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,5000,5000,Inf,169.99,0,0,169.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,1000,1000,Inf,79.99,0,0,79.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,DSL,115,7,Inf,74.99,0,0,74.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,200,200,Inf,54.99,0,0,54.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,2000,2000,Inf,109.99,0,0,109.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,500,500,Inf,59.99,0,0,59.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,5000,5000,Inf,169.99,0,0,169.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,1000,1000,Inf,79.99,0,0,79.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,2000,2000,Inf,109.99,0,0,109.99,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,300,20,1500,89.99,0,0,89.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,500,50,Inf,119.99,0,0,119.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,100,10,Inf,77.99,0,0,77.99,0,Yes
BellSouth Telecommunications Inc,FLORIDA,29618.84846,DSL,10,1,1024,70,0,0,70,0,Yes
BellSouth Telecommunications Inc,FLORIDA,29618.84846,DSL,100,20,Inf,70,0,0,70,0,Yes
"Webpass, Inc.",FLORIDA,8580.225,Fixed wireless,200,200,Inf,50,0,0,50,0,Yes
BellSouth Telecommunications Inc,FLORIDA,29618.84846,DSL,25,5,1024,70,0,0,70,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,2000,2000,Inf,399.99,0,0,399.99,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,300,20,1500,89.99,0,0,89.99,0,Yes
BellSouth Telecommunications Inc,FLORIDA,29618.84846,DSL,75,20,1024,70,0,0,70,0,Yes
"CenturyLink Communications, LLC",FLORIDA,26114.4875,Fiber,940,940,Inf,80,0,0,80,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
BellSouth Telecommunications Inc,FLORIDA,148094.2423,Fiber,1000,1000,Inf,85,0,0,85,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,100,10,Inf,77.99,0,0,77.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,500,50,Inf,119.99,0,0,119.99,0,Yes
BellSouth Telecommunications Inc,FLORIDA,29618.84846,DSL,10,1,1024,70,0,0,70,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,200,200,Inf,54.99,0,0,54.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,2000,2000,Inf,109.99,0,0,109.99,0,Yes
BellSouth Telecommunications Inc,FLORIDA,29618.84846,DSL,50,10,1024,70,0,0,70,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,5000,5000,Inf,169.99,0,0,169.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,300,300,Inf,169.99,0,0,169.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,500,500,Inf,199.99,0,0,199.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,5000,5000,Inf,599.99,0,0,599.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,300,300,Inf,169.99,0,0,169.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,2000,2000,Inf,399.99,0,0,399.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,300,300,Inf,169.99,0,0,169.99,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,100,10,300,34.99,0,0,34.99,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,100,5,Inf,30,0,0,30,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,1000,50,3000,109.99,0,0,109.99,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,25,3,Inf,14.95,0,0,14.95,0,Yes
"Single Digits, Inc.",FLORIDA,7417.59301,Cable,300,20,Inf,22.52,0,0,22.52,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,100,10,300,34.99,0,0,34.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,DSL,115,7,Inf,74.99,0,0,74.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,200,200,Inf,54.99,0,0,54.99,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,25,3,Inf,14.95,0,0,14.95,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,100,10,Inf,77.99,0,0,77.99,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,100,10,300,34.99,0,0,34.99,0,Yes
"Charter Communications, Inc.",FLORIDA,260531.3,Cable,1000,35,Inf,119.99,0,0,119.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,500,500,Inf,199.99,0,0,199.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,5000,5000,Inf,599.99,0,0,599.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,1000,1000,Inf,299.99,0,0,299.99,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,100,10,300,34.99,0,0,34.99,0,Yes
BellSouth Telecommunications Inc,FLORIDA,148094.2423,Fiber,1000,1000,Inf,85,0,0,85,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,1000,50,3000,109.99,0,0,109.99,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,25,3,Inf,14.95,0,0,14.95,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
"CenturyLink Communications, LLC",FLORIDA,26114.4875,Fiber,200,200,Inf,47,0,0,47,34,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,1000,1000,Inf,79.99,0,0,79.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,DSL,115,7,Inf,74.99,0,0,74.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,500,50,Inf,119.99,0,0,119.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
"Charter Communications, Inc.",FLORIDA,65132.825,Fiber,300,10,Inf,79.99,0,0,79.99,0,Yes
"Charter Communications, Inc.",FLORIDA,65132.825,Fiber,500,20,Inf,99.99,0,0,99.99,0,Yes
"Charter Communications, Inc.",FLORIDA,65132.825,Cable,500,20,Inf,99.99,0,0,99.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,100,10,Inf,77.99,0,0,77.99,0,Yes
"Charter Communications, Inc.",FLORIDA,260531.3,Cable,300,10,Inf,79.99,0,0,79.99,0,Yes
"Charter Communications, Inc.",FLORIDA,260531.3,Cable,500,20,Inf,99.99,0,0,99.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,500,500,Inf,59.99,0,0,59.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,100,10,Inf,77.99,0,0,77.99,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,1000,50,3000,109.99,0,0,109.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,1000,1000,Inf,299.99,0,0,299.99,0,Yes
Frontier Communications Corporation,FLORIDA,19496.4125,Fiber,200,200,Inf,54.99,0,0,54.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,500,50,Inf,119.99,0,0,119.99,0,Yes
"Charter Communications, Inc.",FLORIDA,130265.65,Cable,1000,35,Inf,119.99,0,0,119.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,500,500,Inf,199.99,0,0,199.99,0,Yes
"Charter Communications, Inc.",FLORIDA,65132.825,Cable,300,10,Inf,79.99,0,0,79.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,2000,2000,Inf,399.99,0,0,399.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,300,300,Inf,169.99,0,0,169.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,500,50,Inf,119.99,0,0,119.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,5000,5000,Inf,599.99,0,0,599.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,300,300,Inf,169.99,0,0,169.99,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,100,5,Inf,30,0,0,30,0,Yes
"Charter Communications, Inc.",FLORIDA,260531.3,Cable,1000,35,Inf,119.99,0,0,119.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
"Charter Communications, Inc.",FLORIDA,130265.65,Fiber,1000,1000,Inf,119.99,0,0,119.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,500,50,Inf,119.99,0,0,119.99,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,100,5,Inf,30,0,0,30,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,1000,1000,Inf,299.99,0,0,299.99,0,Yes
"Cogeco US Finance, LLC",FLORIDA,7417.59301,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,2000,2000,Inf,399.99,0,0,399.99,0,Yes
"Charter Communications, Inc.",FLORIDA,260531.3,Cable,300,10,Inf,79.99,0,0,79.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,5000,5000,Inf,599.99,0,0,599.99,0,Yes
Mediacom Southeast LLC,FLORIDA,7417.59301,Cable,300,20,1500,89.99,0,0,89.99,0,Yes
"Charter Communications, Inc.",FLORIDA,260531.3,Cable,500,20,Inf,99.99,0,0,99.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,500,500,Inf,199.99,0,0,199.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,5000,5000,Inf,599.99,0,0,599.99,0,Yes
"Charter Communications, Inc.",FLORIDA,260531.3,Cable,1000,35,Inf,119.99,0,0,119.99,0,Yes
"Hotwire Communications, Ltd.",FLORIDA,7417.59301,Fiber,500,500,Inf,199.99,0,0,199.99,0,Yes
BellSouth Telecommunications Inc,GEORGIA,148094.2423,Fiber,5000,5000,Inf,255,0,0,255,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,25,5,1024,70,0,0,70,0,Yes
"Charter Communications, Inc.",GEORGIA,260531.3,Cable,500,20,Inf,99.99,0,0,99.99,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,50,10,1024,70,0,0,70,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,10,1,1024,70,0,0,70,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,10,1,1024,70,0,0,70,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,75,20,1024,70,0,0,70,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,100,20,Inf,70,0,0,70,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,75,20,1024,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",GEORGIA,10304.175,Cable,500,50,Inf,59.99,0,1,60.99,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,DSL,50,1.8,Inf,64.99,0,12.99,77.98,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,50,10,1024,70,0,0,70,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,10,1,1024,70,0,0,70,0,Yes
BellSouth Telecommunications Inc,GEORGIA,148094.2423,Fiber,1000,1000,Inf,85,0,0,85,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,100,20,Inf,70,0,0,70,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,75,20,1024,70,0,0,70,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,DSL,100,8,Inf,64.99,0,12.99,77.98,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,50,10,1024,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",GEORGIA,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"T-Mobile USA, Inc.",GEORGIA,3544.66875,Fixed wireless,2,0.2,150,77.5,0,1.4,78.9,5,Yes
"T-Mobile USA, Inc.",GEORGIA,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
BellSouth Telecommunications Inc,GEORGIA,148094.2423,Fiber,5000,5000,Inf,255,0,0,255,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,DSL,100,8,Inf,64.99,0,12.99,77.98,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,75,20,1024,70,0,0,70,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,DSL,100,14,Inf,64.99,0,12.99,77.98,0,Yes
"T-Mobile USA, Inc.",GEORGIA,4726.225,Fixed wireless,25,3,Inf,52.5,0,1.4,53.9,5,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,DSL,100,14,Inf,64.99,0,12.99,77.98,0,Yes
"T-Mobile USA, Inc.",GEORGIA,3544.66875,Fixed wireless,2,0.2,150,77.5,0,1.4,78.9,5,Yes
"Windstream Georgia Communications, LLC",GEORGIA,7417.59301,Fiber,1000,800,Inf,94.99,0,12.99,107.98,0,Yes
"Knology of Alabama, Inc.",GEORGIA,10304.175,Cable,1200,50,Inf,99.99,0,1,100.99,0,Yes
BellSouth Telecommunications Inc,GEORGIA,148094.2423,Fiber,5000,5000,Inf,255,0,0,255,0,Yes
BellSouth Telecommunications Inc,GEORGIA,148094.2423,Fiber,1000,1000,Inf,85,0,0,85,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,100,20,Inf,70,0,0,70,0,Yes
"Charter Communications, Inc.",GEORGIA,260531.3,Cable,300,10,Inf,79.99,0,0,79.99,0,Yes
"T-Mobile USA, Inc.",GEORGIA,14178.675,Fixed wireless,2,0.2,30,12.5,0,1.4,13.9,5,Yes
"T-Mobile USA, Inc.",GEORGIA,14178.675,Fixed wireless,2,0.2,10,10,0,1.4,11.4,0,Yes
"Knology Total Communications, Inc.",GEORGIA,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,DSL,300,41,Inf,64.99,0,12.99,77.98,0,Yes
"Windstream Georgia, LLC",GEORGIA,618.1327508,DSL,300,41,Inf,69.99,0,12.99,82.98,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,3708.796505,Fiber,1000,800,Inf,99.99,0,12.99,112.98,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,674.3266373,Fiber,200,16,Inf,69.99,0,12.99,82.98,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,50,10,1024,70,0,0,70,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,674.3266373,DSL,50,4,Inf,69.99,0,12.99,82.98,0,Yes
"Windstream Georgia, LLC",GEORGIA,618.1327508,DSL,50,4,Inf,69.99,0,12.99,82.98,0,Yes
"T-Mobile USA, Inc.",GEORGIA,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
"Windstream Georgia, LLC",GEORGIA,618.1327508,DSL,200,25,Inf,69.99,0,12.99,82.98,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,25,5,1024,70,0,0,70,0,Yes
"Charter Communications, Inc.",GEORGIA,260531.3,Cable,1000,35,Inf,119.99,0,0,119.99,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,674.3266373,DSL,100,8,Inf,69.99,0,12.99,82.98,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,3708.796505,Cable,1000,25,Inf,99.99,0,12.99,112.98,0,Yes
"T-Mobile USA, Inc.",GEORGIA,2363.1125,Fixed wireless,2,0.2,100,52.5,0,1.4,53.9,5,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,50,10,1024,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",GEORGIA,2576.04375,Fiber,500,50,Inf,59.99,0,1,60.99,0,Yes
BellSouth Telecommunications Inc,GEORGIA,148094.2423,Fiber,5000,5000,Inf,255,0,0,255,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,674.3266373,DSL,200,25,Inf,69.99,0,12.99,82.98,0,Yes
BellSouth Telecommunications Inc,GEORGIA,148094.2423,Fiber,5000,5000,Inf,255,0,0,255,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,674.3266373,DSL,50,1.8,Inf,69.99,0,12.99,82.98,0,Yes
"Knology Total Communications, Inc.",GEORGIA,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Windstream Georgia, LLC",GEORGIA,309.0663754,Fiber,200,16,Inf,69.99,0,12.99,82.98,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,674.3266373,DSL,100,14,Inf,69.99,0,12.99,82.98,0,Yes
BellSouth Telecommunications Inc,GEORGIA,148094.2423,Fiber,1000,1000,Inf,85,0,0,85,0,Yes
"Knology Total Communications, Inc.",GEORGIA,10304.175,Cable,1000,50,Inf,79.99,0,1,80.99,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,DSL,75,8,Inf,64.99,0,12.99,77.98,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,25,5,1024,70,0,0,70,0,Yes
"Knology of Alabama, Inc.",GEORGIA,10304.175,Cable,1000,50,Inf,79.99,0,1,80.99,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,10,1,1024,70,0,0,70,0,Yes
"Knology of Alabama, Inc.",GEORGIA,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",GEORGIA,317841.6125,Cable,200,10,1229,82,0,0,82,0,Yes
BellSouth Telecommunications Inc,GEORGIA,148094.2423,Fiber,5000,5000,Inf,255,0,0,255,0,Yes
BellSouth Telecommunications Inc,GEORGIA,148094.2423,Fiber,1000,1000,Inf,85,0,0,85,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,25,5,1024,70,0,0,70,0,Yes
"T-Mobile USA, Inc.",GEORGIA,14178.675,Fixed wireless,2,0.2,25,20,0,1.4,21.4,0,Yes
"Windstream Georgia, LLC",GEORGIA,309.0663754,DSL,200,16,Inf,69.99,0,12.99,82.98,0,Yes
"Windstream Georgia, LLC",GEORGIA,7417.59301,Fiber,2000,1600,Inf,209.99,0,12.99,222.98,0,Yes
"Google Fiber Georgia, LLC",GEORGIA,8580.225,Fiber,1000,1000,Inf,70,0,0,70,0,Yes
"T-Mobile USA, Inc.",GEORGIA,2363.1125,Fixed wireless,2,0.2,100,52.5,0,1.4,53.9,5,Yes
"Knology Total Communications, Inc.",GEORGIA,10304.175,Cable,1200,50,Inf,99.99,0,1,100.99,0,Yes
"Windstream Georgia, LLC",GEORGIA,618.1327508,DSL,25,1.5,Inf,69.99,0,12.99,82.98,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,DSL,50,4,Inf,64.99,0,12.99,77.98,0,Yes
"Windstream Georgia, LLC",GEORGIA,618.1327508,DSL,50,1.8,Inf,69.99,0,12.99,82.98,0,Yes
"Knology Total Communications, Inc.",GEORGIA,10304.175,Cable,100,10,Inf,44.99,0,1,45.99,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,25,5,1024,70,0,0,70,0,Yes
"Windstream Georgia, LLC",GEORGIA,674.3266373,DSL,75,8,Inf,69.99,0,12.99,82.98,0,Yes
"Google Fiber Georgia, LLC",GEORGIA,8580.225,Fiber,100,100,Inf,20,0,0,20,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,10,1,1024,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",GEORGIA,10304.175,Cable,500,50,Inf,59.99,0,1,60.99,0,Yes
"Knology Total Communications, Inc.",GEORGIA,10304.175,Cable,100,5,Inf,44.99,0,1,45.99,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,DSL,50,4,Inf,64.99,0,12.99,77.98,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,Fiber,500,451,Inf,64.99,0,12.99,77.98,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,DSL,50,1.8,Inf,64.99,0,12.99,77.98,0,Yes
BellSouth Telecommunications Inc,GEORGIA,148094.2423,Fiber,1000,1000,Inf,85,0,0,85,0,Yes
"Knology Total Communications, Inc.",GEORGIA,2576.04375,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Knology Total Communications, Inc.",GEORGIA,2576.04375,Cable,500,50,Inf,59.99,0,1,60.99,0,Yes
MCC Georgia LLC,GEORGIA,7417.59301,Cable,300,20,1500,89.99,0,0,89.99,0,Yes
"Windstream Georgia, LLC",GEORGIA,618.1327508,Cable,500,25,Inf,69.99,0,12.99,82.98,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,75,20,1024,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",GEORGIA,10304.175,Cable,100,5,Inf,44.99,0,1,45.99,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,Fiber,200,16,Inf,64.99,0,12.99,77.98,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,100,20,Inf,70,0,0,70,0,Yes
"Windstream Georgia, LLC",GEORGIA,3708.796505,Fiber,1000,800,Inf,99.99,0,12.99,112.98,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,DSL,25,1.5,Inf,64.99,0,12.99,77.98,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,DSL,300,41,Inf,64.99,0,12.99,77.98,0,Yes
"Knology Total Communications, Inc.",GEORGIA,10304.175,Cable,1000,50,Inf,79.99,0,1,80.99,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,50,10,1024,70,0,0,70,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",GEORGIA,158920.8063,Cable,800,20,1229,102,0,0,102,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",GEORGIA,317841.6125,Cable,1000,20,1229,112,0,0,112,0,Yes
BellSouth Telecommunications Inc,GEORGIA,29618.84846,DSL,100,20,Inf,70,0,0,70,0,Yes
"Windstream Georgia, LLC",GEORGIA,674.3266373,DSL,25,1.5,Inf,69.99,0,12.99,82.98,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",GEORGIA,317841.6125,Cable,400,10,1229,92,0,0,92,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",GEORGIA,317841.6125,Cable,75,10,1229,62,0,0,62,0,Yes
"T-Mobile USA, Inc.",GEORGIA,14178.675,Fixed wireless,2,0.2,25,20,0,1.4,21.4,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,DSL,200,25,Inf,64.99,0,12.99,77.98,0,Yes
"Google Fiber Georgia, LLC",GEORGIA,8580.225,Fiber,2000,1000,Inf,100,0,0,100,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,674.3266373,Fiber,500,451,Inf,69.99,0,12.99,82.98,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,674.3266373,DSL,300,41,Inf,69.99,0,12.99,82.98,0,Yes
"Google Fiber Georgia, LLC",GEORGIA,8580.225,Fiber,1000,1000,Inf,70,0,0,70,0,Yes
"Knology of Alabama, Inc.",GEORGIA,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Knology Total Communications, Inc.",GEORGIA,10304.175,Cable,1200,50,Inf,99.99,0,1,100.99,0,Yes
"Knology of Alabama, Inc.",GEORGIA,10304.175,Cable,1200,50,Inf,99.99,0,1,100.99,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,Fiber,500,451,Inf,64.99,0,12.99,77.98,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,741.759301,DSL,75,8,Inf,64.99,0,12.99,77.98,0,Yes
"Georgia Windstream, LLC",GEORGIA,741.759301,DSL,100,14,Inf,64.99,0,12.99,77.98,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,7417.59301,Fiber,2000,1600,Inf,209.99,0,12.99,222.98,0,Yes
"Windstream Georgia, LLC",GEORGIA,618.1327508,DSL,100,14,Inf,69.99,0,12.99,82.98,0,Yes
"Google Fiber Georgia, LLC",GEORGIA,8580.225,Fiber,1000,1000,Inf,70,0,0,70,0,Yes
"T-Mobile USA, Inc.",GEORGIA,3544.66875,Fixed wireless,2,0.2,200,102.5,0,1.4,103.9,5,Yes
"Windstream Georgia Communications, LLC",GEORGIA,7417.59301,Fiber,2000,1600,Inf,204.99,0,12.99,217.98,0,Yes
MCC Georgia LLC,GEORGIA,7417.59301,Cable,25,3,Inf,14.95,0,0,14.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",GEORGIA,158920.8063,Cable,75,10,1229,62,0,0,62,0,Yes
"Windstream Georgia Communications, LLC",GEORGIA,674.3266373,DSL,75,8,Inf,69.99,0,12.99,82.98,0,Yes
"Knology Total Communications, Inc.",GEORGIA,2576.04375,Cable,1000,50,Inf,79.99,0,1,80.99,0,Yes
