customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8461-EFQYM,Female,false,false,false,38,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,true,Electronic check,24.25,914.4,false
4032-RMHCI,Female,false,true,true,41,false,No phone service,DSL,Yes,No,Yes,No,No,No,One year,false,Credit card (automatic),35.4,1412.4,false
1430-SFQSA,Male,false,false,false,29,false,No phone service,DSL,Yes,No,No,Yes,No,No,One year,false,Mailed check,35.6,1072.6,false
7636-PEPNS,Female,false,true,true,58,true,No,DSL,No,No,No,No,No,No,One year,true,Mailed check,44.1,2413.05,false
9388-ZEYVT,Male,false,false,false,43,false,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,false,Electronic check,44.15,1931.3,false
6152-ONASV,Female,false,true,false,68,true,Yes,DSL,Yes,No,No,Yes,No,No,One year,false,Bank transfer (automatic),58.25,3975.7,false
0872-CASZJ,Male,false,true,false,59,true,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,true,Mailed check,69.1,4096.9,false
4342-HFXWS,Female,false,true,true,48,true,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,false,Bank transfer (automatic),69.7,3023.65,false
2453-SAFNS,Female,true,false,false,54,true,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,false,Mailed check,72.1,3886.05,false
2321-OMBXY,Female,false,true,true,38,true,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,false,Credit card (automatic),80.3,3058.65,true
3230-WYKIR,Male,false,false,false,18,true,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,true,Credit card (automatic),82,1425.45,true
6266-QHOJZ,Female,false,false,false,65,true,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,true,Electronic check,89.85,5844.65,false
7820-ZYGNY,Male,false,false,false,63,true,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,false,Credit card (automatic),90.45,5825.5,false
0727-BMPLR,Female,true,false,false,55,true,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,true,Electronic check,100,5509.3,true
0406-BPDVR,Female,true,true,false,54,true,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,true,Credit card (automatic),101.5,5373.1,true
2623-DRYAM,Female,false,true,false,70,true,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,true,Electronic check,101.75,7069.3,false
8979-CAMGB,Male,true,false,false,64,true,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,false,Electronic check,102.1,6688.1,false
3763-GCZHZ,Male,false,true,false,66,true,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,true,Electronic check,104.05,6890,true
8152-UOBNY,Female,true,false,false,50,true,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,true,Electronic check,106.8,5347.95,false
4476-OSWTN,Male,true,true,false,69,true,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,true,Mailed check,110.55,7610.1,false
6425-JWTDV,Male,false,true,false,48,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,19.25,855.1,false
3976-HXHCE,Male,false,false,false,72,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),19.3,1414.8,false
2266-FUBDZ,Male,false,true,true,15,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,19.35,278.85,false
9814-AOUDH,Male,false,false,false,53,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Credit card (automatic),19.5,1050.5,false
1106-HRLKZ,Male,false,true,true,40,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,19.6,808.95,false
1764-VUUMT,Male,false,false,true,66,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Credit card (automatic),19.95,1269.1,false
2300-RQGOI,Female,false,false,false,38,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,20.05,741.5,false
4884-LEVMQ,Male,false,true,false,39,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Bank transfer (automatic),20.45,790,false
3662-FXJFO,Female,false,false,false,54,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Mailed check,20.5,1035.7,false
1843-TLSGD,Female,false,true,true,13,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,20.85,272.35,false
3389-KTRXV,Female,false,true,true,23,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,23.85,625.65,false
6963-KQYQB,Female,false,true,true,70,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,24.05,1764.75,false
7711-GQBZC,Female,false,true,true,71,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),24.7,1810.55,false
9885-MFVSU,Female,false,true,true,35,false,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,true,Credit card (automatic),46.35,1662.05,false
0114-IGABW,Female,false,true,false,71,false,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,false,Bank transfer (automatic),58.25,4145.9,false
6614-YOLAC,Female,false,true,true,71,false,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,false,Mailed check,58.65,4145.25,false
4664-NJCMS,Female,false,true,false,33,false,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,false,Bank transfer (automatic),59.55,2016.3,false
5181-OABFK,Female,false,true,true,56,true,No,DSL,Yes,Yes,Yes,No,No,No,Two year,true,Credit card (automatic),61.3,3346.8,false
0942-KOWSM,Female,false,true,true,30,true,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,false,Bank transfer (automatic),80.8,2369.3,false
1298-PHBTI,Male,false,true,true,71,true,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,true,Electronic check,84.8,6152.4,false
5997-OPVFA,Male,false,true,false,72,true,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,true,Bank transfer (automatic),89.05,6254.45,false
1832-PEUTS,Male,false,true,true,62,true,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,true,Credit card (automatic),89.1,5411.65,false
5117-ZSMHQ,Female,false,true,true,71,true,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,false,Bank transfer (automatic),89.9,6342.7,false
7579-KKLOE,Male,false,true,true,71,true,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,true,Mailed check,91.25,6589.6,false
1568-LJSZU,Male,false,true,true,68,true,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,true,Credit card (automatic),92.2,6392.85,false
4043-MKDTV,Male,false,true,false,71,true,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,true,Electronic check,105.25,7291.75,false
7762-URZQH,Male,false,true,false,66,true,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,true,Credit card (automatic),106.05,6981.35,true
3022-BEXHZ,Male,false,true,true,67,true,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,true,Bank transfer (automatic),111.2,7530.8,false
0675-NCDYU,Female,false,true,true,72,true,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,true,Credit card (automatic),116.4,8543.25,false
1345-GKDZZ,Male,false,false,true,6,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,19.55,128.6,false
6131-JLWZM,Female,false,false,false,13,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Mailed check,20.3,275.4,false
2792-VPPET,Male,false,false,false,3,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Electronic check,20.5,76.95,false
6728-WYQBC,Male,false,false,false,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Bank transfer (automatic),20.95,20.95,false
1024-GUALD,Female,false,true,false,1,false,No phone service,DSL,No,No,No,No,No,No,Month-to-month,true,Electronic check,24.8,24.8,true
4195-NZGTA,Female,false,false,false,1,false,No phone service,DSL,No,No,No,No,No,No,Month-to-month,false,Electronic check,25.25,25.25,false
2129-ALKBS,Female,false,true,true,40,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Electronic check,26.2,1077.5,false
5143-EGQFK,Female,true,false,false,10,false,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,true,Electronic check,29.65,291.4,true
8718-PTMEZ,Female,false,false,false,13,false,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,true,Electronic check,31.05,347.25,true
8069-YQQAJ,Male,false,false,false,14,false,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,true,Mailed check,31.1,419.7,false
7233-IOQNP,Female,false,true,false,43,false,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,false,Bank transfer (automatic),34,1505.35,false
3091-FYHKI,Male,false,false,false,1,false,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,35.45,35.45,true
4193-ORFCL,Female,true,false,false,1,true,No,DSL,No,No,No,No,No,No,Month-to-month,false,Mailed check,45.1,45.1,true
1612-EOHDH,Female,false,false,false,1,true,No,DSL,No,No,No,No,No,No,Month-to-month,false,Electronic check,45.15,45.15,true
5133-POWUA,Male,false,false,false,1,true,No,DSL,No,No,No,No,No,No,Month-to-month,true,Mailed check,45.8,45.8,false
4926-UMJZD,Female,false,true,false,31,true,No,DSL,No,No,No,Yes,No,No,Month-to-month,true,Mailed check,49.2,1498.55,false
3345-PBBFH,Male,false,true,false,8,true,No,DSL,No,Yes,No,No,No,No,Month-to-month,true,Bank transfer (automatic),49.55,393.45,false
6705-LNMDD,Male,false,false,false,20,true,No,DSL,No,No,No,Yes,No,No,Month-to-month,false,Mailed check,50,1003.05,false
0374-AACSZ,Female,false,false,false,1,true,No,DSL,Yes,No,No,No,No,No,Month-to-month,false,Electronic check,50.15,50.15,false
7605-SNLQG,Female,false,true,false,45,true,No,DSL,No,No,Yes,No,No,No,Month-to-month,true,Credit card (automatic),50.25,2221.55,false
5057-LCOUI,Female,false,false,false,39,false,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,true,Electronic check,50.75,2011.4,true
7351-MHQVU,Female,false,false,false,6,false,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,false,Credit card (automatic),50.95,307.6,false
7743-EXURX,Male,false,true,true,8,true,No,DSL,No,No,Yes,No,No,No,Month-to-month,true,Electronic check,51.05,415.05,true
3099-OONVS,Male,false,true,true,25,true,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,false,Electronic check,54.3,1296.8,false
2087-QAREY,Female,false,true,false,22,true,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,true,Mailed check,54.7,1178.75,false
9931-KGHOA,Female,false,true,false,46,true,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,false,Bank transfer (automatic),55,2473.95,false
6599-SFQVE,Female,false,false,false,6,true,No,DSL,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,55,340.4,false
4201-JMNGR,Female,true,false,false,1,true,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,true,Electronic check,55.8,55.8,true
5543-QDCRY,Male,false,false,false,4,true,No,DSL,No,No,No,No,Yes,No,Month-to-month,true,Electronic check,56.4,234.85,false
0003-MKNFE,Male,false,false,false,9,true,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,false,Mailed check,59.9,542.4,false
3688-FTHLT,Female,false,false,false,16,true,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,true,Bank transfer (automatic),63.05,1067.05,false
3863-QSTYI,Male,false,false,false,59,true,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,true,Electronic check,64.65,3735.45,false
3428-XZMAZ,Male,false,false,false,1,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Electronic check,69.35,69.35,true
5884-GCYMI,Male,false,false,false,1,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,false,Mailed check,69.4,69.4,true
2608-BHKFN,Female,false,false,false,4,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Credit card (automatic),70.05,266.9,true
7296-PIXQY,Female,false,true,true,14,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,false,Electronic check,70.2,1046.5,false
9633-XQABV,Female,false,false,false,3,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Electronic check,70.25,229.7,false
9488-HGMJH,Female,true,false,false,1,true,No,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Electronic check,71.15,71.15,true
3551-HUAZH,Male,true,false,false,1,true,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,true,Electronic check,74.4,74.4,true
6376-GAHQE,Male,false,false,false,4,true,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,false,Electronic check,77.85,299.2,true
7957-RYHQD,Female,true,false,false,40,true,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,true,Credit card (automatic),79.2,3233.85,true
4631-OACRM,Male,true,false,false,15,true,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,79.4,1156.1,true
9003-CPATH,Male,false,false,false,42,true,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,false,Electronic check,79.9,3313.4,false
8198-RKSZG,Female,false,true,true,14,true,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,false,Credit card (automatic),80.45,1137.05,false
2867-UIMSS,Male,false,false,false,1,true,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,false,Electronic check,80.5,80.5,true
0928-XUTSN,Female,false,false,false,13,true,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,80.5,1011.8,false
7346-MEDWM,Female,false,false,false,59,true,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,true,Electronic check,83.25,4949.1,false
5940-NFXKV,Male,false,true,true,19,true,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,83.65,1465.75,true
7613-LLQFO,Male,false,false,false,12,true,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,true,Electronic check,84.45,1059.55,true
9185-TQCVP,Male,false,true,false,14,true,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,85.15,1139.2,true
1845-CSBRZ,Female,true,true,true,22,true,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,false,Bank transfer (automatic),85.35,1961.6,false
9681-KYGYB,Male,true,true,false,49,true,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,true,Electronic check,88.2,4159.45,false
0772-GYEQQ,Male,false,false,false,3,true,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,true,Mailed check,88.35,262.05,true
8739-WWKDU,Male,true,false,false,25,true,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,true,Electronic check,89.5,2196.15,true
7529-ZDFXI,Male,true,true,false,57,true,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,true,Electronic check,89.85,4925.35,false
7562-GSUHK,Female,false,false,false,16,true,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,true,Credit card (automatic),93.2,1573.7,true
7422-WNBTY,Male,false,true,false,33,true,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,true,Electronic check,93.35,3092,false
6300-BWMJX,Female,false,true,false,59,true,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,false,Electronic check,93.35,5386.5,false
0111-KLBQG,Male,true,true,true,32,true,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,true,Mailed check,93.95,2861.45,false
7526-BEZQB,Male,false,false,false,12,true,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,true,Electronic check,96.05,1148.1,true
0329-GTIAJ,Female,false,false,false,3,true,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,true,Electronic check,97.9,315.3,true
6108-OQZDQ,Female,false,true,true,4,true,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,true,Electronic check,97.95,384.5,true
5312-UXESG,Female,false,false,false,41,true,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,false,Bank transfer (automatic),98.05,3990.6,false
6956-SMUCM,Female,false,false,false,3,true,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,true,Credit card (automatic),99,287.4,true
8761-NSOBC,Male,false,false,false,44,true,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,false,Electronic check,100.55,4398.15,true
8903-WMRNW,Female,false,true,false,15,true,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,false,Electronic check,101.75,1669.4,false
2107-FBPTK,Female,true,false,false,30,true,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,true,Electronic check,104.1,3121.1,false
9927-DSWDF,Male,false,true,false,22,true,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,true,Electronic check,104.6,2180.55,false
3197-ARFOY,Female,true,false,false,19,true,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,true,Mailed check,105,2007.25,false
6891-JPYFF,Female,false,true,true,48,true,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,true,Credit card (automatic),105.25,4997.5,false
7599-FKVXZ,Male,false,true,false,42,true,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,true,Bank transfer (automatic),106.15,4512.7,true
9732-OUYRN,Female,false,true,false,49,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Credit card (automatic),19,918.7,false
2821-WARNZ,Female,false,false,true,49,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Credit card (automatic),19.45,921.3,false
7279-NMVJC,Female,false,false,false,17,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Bank transfer (automatic),19.9,323.15,false
6202-JVYEU,Male,false,false,false,9,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,true,Electronic check,19.9,164.6,false
9805-FILKB,Male,false,true,true,46,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,true,Bank transfer (automatic),20.2,845.6,false
6447-EGDIV,Female,false,false,false,31,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Mailed check,20.95,683.25,false
9575-IWCAZ,Male,false,true,false,6,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Mailed check,25.1,171,false
4081-DYXAV,Female,false,false,false,19,false,No phone service,DSL,No,No,No,No,Yes,Yes,One year,true,Credit card (automatic),44.85,893.55,true
4023-RTIQM,Female,true,true,false,31,false,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,true,Credit card (automatic),50.4,1580.1,false
5724-BIDBU,Male,false,true,false,49,true,Yes,DSL,Yes,No,No,No,No,No,One year,true,Electronic check,55.35,2633.95,false
7995-ZHHNZ,Male,false,true,false,42,true,Yes,DSL,Yes,No,No,No,No,No,One year,false,Credit card (automatic),56.1,2386.85,false
4549-ZDQYY,Female,false,false,false,52,true,No,DSL,Yes,No,Yes,Yes,No,No,One year,false,Credit card (automatic),57.95,3042.25,false
1353-GHZOS,Male,false,true,false,22,true,No,DSL,Yes,No,No,No,Yes,No,One year,true,Bank transfer (automatic),59.75,1374.35,false
2239-CGBUZ,Female,false,true,false,51,true,No,DSL,Yes,Yes,No,Yes,No,No,One year,true,Bank transfer (automatic),60.5,3145.15,false
3727-OWVYD,Male,false,false,false,35,true,No,DSL,Yes,Yes,Yes,No,No,No,One year,false,Mailed check,61.2,2021.2,false
2348-KCJLT,Female,false,true,false,44,true,No,DSL,Yes,Yes,Yes,No,No,No,One year,true,Mailed check,61.5,2722.2,false
7032-LMBHI,Female,false,false,false,37,true,Yes,DSL,Yes,No,No,No,Yes,No,One year,false,Bank transfer (automatic),64.65,2347.85,false
1338-CECEE,Male,false,true,true,41,true,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,false,Bank transfer (automatic),68.5,2839.95,false
0068-FIGTF,Female,false,false,false,27,true,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,false,Mailed check,78.2,2078.95,false
2054-PJOCK,Female,false,false,false,60,true,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,false,Credit card (automatic),80.55,4847.05,false
4377-VDHYI,Male,false,true,true,32,true,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,true,Electronic check,90.8,3023.85,false
4075-JFPGR,Female,false,true,false,51,true,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,true,Electronic check,93.5,4619.55,false
5294-IMHHT,Male,false,true,false,53,true,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,false,Bank transfer (automatic),97.75,5043.2,false
3349-ANQNH,Female,true,false,false,59,true,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,true,Electronic check,99.5,5890,false
5223-UZAVK,Male,false,false,false,64,true,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,true,Credit card (automatic),100.3,6603.8,false
2830-LEWOA,Male,false,true,true,61,true,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,false,Credit card (automatic),103.9,6449.15,false
6465-GSRCL,Female,false,false,true,67,true,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,true,Bank transfer (automatic),106.6,7244.7,false
0795-GMVQO,Male,false,true,false,67,true,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,false,Credit card (automatic),109.9,7332.4,false
7473-ZBDSN,Female,false,true,true,14,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,18.8,255.55,false
9565-AXSMR,Male,false,true,true,52,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,19.2,1054.75,false
7941-RCJOW,Male,false,false,false,65,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Credit card (automatic),19.55,1218.65,false
3646-ITDGM,Female,false,false,false,56,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),19.7,1051.9,false
2984-RGEYA,Female,false,true,true,69,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),19.75,1375.4,false
1399-OUPJN,Female,false,true,true,57,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),19.75,1272.05,false
7673-BQGKU,Female,false,true,true,69,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),20.15,1337.5,false
3154-HMWUU,Male,false,true,false,60,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Bank transfer (automatic),20.5,1198.8,false
1215-EXRMO,Male,false,true,false,50,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,20.55,1067.65,false
1395-WSWXR,Male,false,false,false,24,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,20.75,487.05,false
2632-TACXW,Female,false,true,false,62,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Bank transfer (automatic),23.65,1416.75,false
8450-LUGUK,Female,false,true,true,37,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Bank transfer (automatic),24.1,861.85,false
6651-RLGGM,Male,false,true,true,67,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,26.3,1688.9,false
8046-DNVTL,Male,false,true,false,62,false,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,true,Credit card (automatic),38.6,2345.55,false
0526-SXDJP,Male,false,true,false,72,false,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,false,Bank transfer (automatic),42.1,2962,false
9906-NHHVC,Female,true,false,false,65,false,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,true,Bank transfer (automatic),53.5,3517.9,false
1209-VFFOC,Male,false,true,true,68,false,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,true,Mailed check,56.4,3948.45,false
6115-ZTBFQ,Female,false,true,false,72,false,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,false,Bank transfer (automatic),65.5,4919.7,false
4615-PIVVU,Female,false,false,false,42,true,No,DSL,No,No,Yes,Yes,No,Yes,Two year,false,Credit card (automatic),66.5,2762.75,false
1303-SRDOK,Female,false,true,true,55,true,No,Fiber optic,No,No,No,No,No,No,Two year,true,Credit card (automatic),69.05,3842.6,false
2296-DKZFP,Female,false,true,false,65,true,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,false,Bank transfer (automatic),71,4386.2,false
4737-AQCPU,Male,false,true,true,72,true,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,false,Credit card (automatic),72.1,5016.65,false
9541-ZPSEA,Male,false,true,true,68,true,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,false,Credit card (automatic),80.35,5375.15,false
1265-BCFEO,Female,false,true,false,71,true,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,true,Bank transfer (automatic),80.45,5662.25,false
4057-FKCZK,Male,false,true,true,58,true,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,false,Bank transfer (automatic),82.5,4828.05,false
8125-QPFJD,Female,false,true,false,72,true,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,true,Bank transfer (automatic),84.9,6065.3,false
2176-LVPNX,Female,true,false,false,71,true,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,false,Mailed check,89.85,6293.45,false
9589-ABEPT,Male,false,true,false,69,true,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,true,Mailed check,92.45,6460.55,false
6035-RIIOM,Female,false,false,false,54,true,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,true,Bank transfer (automatic),97.2,5129.45,false
9715-WZCLW,Male,false,true,true,71,true,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,true,Electronic check,97.2,6910.3,false
6257-DTAYD,Male,false,true,false,71,true,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,true,Credit card (automatic),104.15,7365.3,false
3363-DTIVD,Male,false,true,true,71,true,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,false,Electronic check,105.55,7405.5,false
5055-BRMNE,Female,false,true,true,67,true,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,false,Credit card (automatic),106.7,7009.5,false
2499-AJYUA,Female,true,true,false,72,true,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,true,Credit card (automatic),110.8,7882.25,false
1779-PWPMG,Female,true,true,false,72,true,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,true,Bank transfer (automatic),114.65,8333.95,false
